Date,Title,Amount,Type,Category,Account
2025-10-31,Jajan Sore,629323,EXPENSE,makan & minum,Dompet Tunai
2025-10-31,Main Ke Mall,350285,EXPENSE,hiburan,Gopay
2025-10-31,Top up Game,834939,EXPENSE,hiburan,Gopay
2025-10-31,Makan Malam,1197923,EXPENSE,makan & minum,BCA
2025-11-01,Bioskop,800653,EXPENSE,hiburan,BCA
2025-11-01,Tissue,233419,EXPENSE,belanja,Gopay
2025-11-01,Kebutuhan Pokok,603454,EXPENSE,belanja,Gopay
2025-11-01,Listrik,127254,EXPENSE,tagihan,BCA
2025-11-01,Internet,1161213,EXPENSE,tagihan,BCA
2025-11-01,Jajan Sore,1280184,EXPENSE,makan & minum,Gopay
2025-11-01,Gofood,779125,EXPENSE,makan & minum,Gopay
2025-11-01,Parkir,48331,EXPENSE,tagihan,BCA
2025-11-01,Biaya Admin,939836,EXPENSE,lain-lain,BCA
2025-11-01,Makan Malam,1248581,EXPENSE,makan & minum,Dompet Tunai
2025-11-02,Lain-lain,991652,EXPENSE,lain-lain,Gopay
2025-11-02,Tissue,988529,EXPENSE,belanja,Dompet Tunai
2025-11-02,Air,941032,EXPENSE,tagihan,Gopay
2025-11-02,Biaya Admin,1337581,EXPENSE,lain-lain,BCA
2025-11-03,Biaya Admin,1035098,EXPENSE,lain-lain,BCA
2025-11-03,Top up Game,269001,EXPENSE,hiburan,BCA
2025-11-03,Gofood,1057117,EXPENSE,makan & minum,Gopay
2025-11-03,Lain-lain,1212743,EXPENSE,lain-lain,Dompet Tunai
2025-11-03,Parkir,357016,EXPENSE,tagihan,Dompet Tunai
2025-11-03,Lain-lain,205923,EXPENSE,lain-lain,Dompet Tunai
2025-11-03,Makan Siang,109334,EXPENSE,makan & minum,Gopay
2025-11-03,Kopi Pagi,1190731,EXPENSE,makan & minum,Gopay
2025-11-04,Streaming,1219625,EXPENSE,hiburan,Gopay
2025-11-04,Gofood,1159557,EXPENSE,makan & minum,Gopay
2025-11-04,Makan Siang,12996,EXPENSE,makan & minum,Gopay
2025-11-04,Listrik,220537,EXPENSE,tagihan,Gopay
2025-11-04,Bunga Bank,8450761,INCOME,goals,Dompet Tunai
2025-11-04,Air,113626,EXPENSE,tagihan,Dompet Tunai
2025-11-04,Sabun,219332,EXPENSE,belanja,Dompet Tunai
2025-11-04,Gofood,669385,EXPENSE,makan & minum,Dompet Tunai
2025-11-05,Sabun,5161,EXPENSE,belanja,BCA
2025-11-05,Streaming,1235673,EXPENSE,hiburan,Dompet Tunai
2025-11-05,Sabun,278545,EXPENSE,belanja,BCA
2025-11-05,Warung Nasi,996549,EXPENSE,makan & minum,BCA
2025-11-05,Air,62775,EXPENSE,tagihan,Dompet Tunai
2025-11-05,Lain-lain,86496,EXPENSE,lain-lain,Gopay
2025-11-05,Pulsa,1274577,EXPENSE,tagihan,BCA
2025-11-05,Makan Siang,985931,EXPENSE,makan & minum,Dompet Tunai
2025-11-05,Pulsa,1177943,EXPENSE,tagihan,BCA
2025-11-05,Parkir,917178,EXPENSE,tagihan,Dompet Tunai
2025-11-06,Makan Malam,14075,EXPENSE,makan & minum,BCA
2025-11-06,Bioskop,505613,EXPENSE,hiburan,Dompet Tunai
2025-11-06,Top up Game,115818,EXPENSE,hiburan,BCA
2025-11-06,Warung Nasi,638696,EXPENSE,makan & minum,Dompet Tunai
2025-11-06,Makan Malam,258242,EXPENSE,makan & minum,Dompet Tunai
2025-11-07,Belanja Mingguan,105374,EXPENSE,belanja,Gopay
2025-11-07,Indomaret,621132,EXPENSE,belanja,Dompet Tunai
2025-11-07,Lain-lain,1046793,EXPENSE,lain-lain,Dompet Tunai
2025-11-07,Air,1265748,EXPENSE,tagihan,BCA
2025-11-07,Pulsa,313462,EXPENSE,tagihan,Gopay
2025-11-08,Pulsa,497727,EXPENSE,tagihan,Dompet Tunai
2025-11-08,Alfamart,771556,EXPENSE,belanja,Dompet Tunai
2025-11-08,Jajan Sore,876522,EXPENSE,makan & minum,Gopay
2025-11-08,Biaya Admin,178193,EXPENSE,lain-lain,BCA
2025-11-08,Cashback,16577096,INCOME,goals,BCA
2025-11-08,Biaya Admin,596027,EXPENSE,lain-lain,Dompet Tunai
2025-11-08,Streaming,1233923,EXPENSE,hiburan,BCA
2025-11-08,Lain-lain,920053,EXPENSE,lain-lain,BCA
2025-11-09,Top up Game,389415,EXPENSE,hiburan,Dompet Tunai
2025-11-09,Biaya Admin,405624,EXPENSE,lain-lain,Gopay
2025-11-09,Streaming,254833,EXPENSE,hiburan,Gopay
2025-11-09,Biaya Admin,1013111,EXPENSE,lain-lain,Gopay
2025-11-09,Tabungan,17674344,INCOME,goals,BCA
2025-11-09,Pulsa,449801,EXPENSE,tagihan,Dompet Tunai
2025-11-10,Alfamart,528136,EXPENSE,belanja,BCA
2025-11-10,Cashback,755748,INCOME,goals,Gopay
2025-11-10,Alfamart,644498,EXPENSE,belanja,Gopay
2025-11-10,Bioskop,717376,EXPENSE,hiburan,Dompet Tunai
2025-11-10,Main Ke Mall,103166,EXPENSE,hiburan,Gopay
2025-11-11,Iuran Bulanan,710406,EXPENSE,tagihan,BCA
2025-11-11,Jajan Sore,505826,EXPENSE,makan & minum,BCA
2025-11-11,Freelance Project,6976592,INCOME,gaji,Dompet Tunai
2025-11-12,Main Ke Mall,111428,EXPENSE,hiburan,BCA
2025-11-12,Sabun,500505,EXPENSE,belanja,BCA
2025-11-12,Gofood,629547,EXPENSE,makan & minum,Dompet Tunai
2025-11-12,Indomaret,1176279,EXPENSE,belanja,BCA
2025-11-12,Lain-lain,977981,EXPENSE,lain-lain,Gopay
2025-11-12,Top up Game,317467,EXPENSE,hiburan,Gopay
2025-11-13,Insentif,6836327,INCOME,gaji,Dompet Tunai
2025-11-13,BPJS,742551,EXPENSE,tagihan,Gopay
2025-11-13,Investasi,12546832,INCOME,goals,Dompet Tunai
2025-11-13,Gofood,760745,EXPENSE,makan & minum,BCA
2025-11-13,Warung Nasi,1247412,EXPENSE,makan & minum,BCA
2025-11-13,Main Ke Mall,296316,EXPENSE,hiburan,Gopay
2025-11-13,Parkir,1053647,EXPENSE,tagihan,BCA
2025-11-13,Bioskop,1195371,EXPENSE,hiburan,Gopay
2025-11-13,Makan Siang,4071,EXPENSE,makan & minum,Dompet Tunai
2025-11-14,Makan Siang,924982,EXPENSE,makan & minum,Gopay
2025-11-14,Gaji Bulanan,7195543,INCOME,gaji,BCA
2025-11-14,Warung Nasi,1139534,EXPENSE,makan & minum,BCA
2025-11-14,Biaya Admin,402601,EXPENSE,lain-lain,Gopay
2025-11-14,Listrik,113860,EXPENSE,tagihan,Gopay
2025-11-14,Indomaret,124893,EXPENSE,belanja,BCA
2025-11-14,Biaya Admin,417953,EXPENSE,lain-lain,BCA
2025-11-14,Top up Game,149383,EXPENSE,hiburan,Dompet Tunai
2025-11-15,Parkir,526574,EXPENSE,tagihan,Dompet Tunai
2025-11-15,Warung Nasi,1293482,EXPENSE,makan & minum,BCA
2025-11-15,Freelance Project,9339856,INCOME,gaji,BCA
2025-11-15,Sabun,371155,EXPENSE,belanja,BCA
2025-11-15,Listrik,291422,EXPENSE,tagihan,BCA
2025-11-15,Sabun,30940,EXPENSE,belanja,BCA
2025-11-15,Bonus,22090867,INCOME,gaji,Gopay
2025-11-16,Main Ke Mall,1263391,EXPENSE,hiburan,Gopay
2025-11-16,Kebutuhan Pokok,415162,EXPENSE,belanja,Gopay
2025-11-16,Sabun,533655,EXPENSE,belanja,Dompet Tunai
2025-11-16,Makan Siang,568137,EXPENSE,makan & minum,Gopay
2025-11-16,Iuran Bulanan,1086221,EXPENSE,tagihan,Gopay
2025-11-16,Lain-lain,308647,EXPENSE,lain-lain,BCA
2025-11-16,Listrik,1194075,EXPENSE,tagihan,BCA
2025-11-17,Listrik,57042,EXPENSE,tagihan,BCA
2025-11-17,Gofood,1174147,EXPENSE,makan & minum,BCA
2025-11-17,Biaya Admin,9174,EXPENSE,lain-lain,BCA
2025-11-17,Sabun,354148,EXPENSE,belanja,Gopay
2025-11-17,Investasi,3564694,INCOME,goals,Gopay
2025-11-17,Warung Nasi,1196304,EXPENSE,makan & minum,Dompet Tunai
2025-11-17,Indomaret,137937,EXPENSE,belanja,Dompet Tunai
2025-11-17,Belanja Mingguan,581013,EXPENSE,belanja,Gopay
2025-11-18,Warung Nasi,940853,EXPENSE,makan & minum,Dompet Tunai
2025-11-18,Parkir,1001427,EXPENSE,tagihan,Dompet Tunai
2025-11-18,Iuran Bulanan,1004205,EXPENSE,tagihan,Gopay
2025-11-18,Belanja Mingguan,67815,EXPENSE,belanja,BCA
2025-11-18,Main Ke Mall,474098,EXPENSE,hiburan,BCA
2025-11-18,Biaya Admin,74925,EXPENSE,lain-lain,BCA
2025-11-19,Main Ke Mall,919002,EXPENSE,hiburan,Dompet Tunai
2025-11-19,Biaya Admin,461763,EXPENSE,lain-lain,Gopay
2025-11-19,Lain-lain,193249,EXPENSE,lain-lain,BCA
2025-11-19,Makan Siang,243231,EXPENSE,makan & minum,BCA
2025-11-19,Air,614748,EXPENSE,tagihan,BCA
2025-11-19,Listrik,275331,EXPENSE,tagihan,Gopay
2025-11-19,Lain-lain,199452,EXPENSE,lain-lain,Gopay
2025-11-19,Investasi,4710562,INCOME,goals,Gopay
2025-11-20,Iuran Bulanan,8128,EXPENSE,tagihan,Dompet Tunai
2025-11-20,Sabun,563453,EXPENSE,belanja,BCA
2025-11-20,Sabun,276946,EXPENSE,belanja,Dompet Tunai
2025-11-20,Cemilan,532281,EXPENSE,makan & minum,Dompet Tunai
2025-11-20,Kebutuhan Pokok,1284355,EXPENSE,belanja,Gopay
2025-11-20,Makan Malam,1015307,EXPENSE,makan & minum,Gopay
2025-11-20,Belanja Mingguan,180304,EXPENSE,belanja,Dompet Tunai
2025-11-21,Streaming,416307,EXPENSE,hiburan,Dompet Tunai
2025-11-21,Internet,971662,EXPENSE,tagihan,BCA
2025-11-21,Jajan Sore,1111152,EXPENSE,makan & minum,BCA
2025-11-21,Investasi,18754789,INCOME,goals,BCA
2025-11-21,Tissue,1335706,EXPENSE,belanja,Gopay
2025-11-21,Biaya Admin,429938,EXPENSE,lain-lain,Dompet Tunai
2025-11-21,Bioskop,5601,EXPENSE,hiburan,Dompet Tunai
2025-11-21,Internet,1060499,EXPENSE,tagihan,Dompet Tunai
2025-11-22,Bioskop,1262574,EXPENSE,hiburan,Gopay
2025-11-22,Bioskop,292453,EXPENSE,hiburan,Gopay
2025-11-22,Biaya Admin,191433,EXPENSE,lain-lain,Dompet Tunai
2025-11-22,Pulsa,478167,EXPENSE,tagihan,Dompet Tunai
2025-11-22,Freelance Project,1406205,INCOME,gaji,Gopay
2025-11-23,Kebutuhan Pokok,973222,EXPENSE,belanja,BCA
2025-11-23,Top up Game,1083965,EXPENSE,hiburan,Dompet Tunai
2025-11-23,Iuran Bulanan,1271055,EXPENSE,tagihan,BCA
2025-11-23,Bonus,9584891,INCOME,gaji,BCA
2025-11-23,Biaya Admin,528758,EXPENSE,lain-lain,Gopay
2025-11-24,Main Ke Mall,131283,EXPENSE,hiburan,Gopay
2025-11-24,Lain-lain,687791,EXPENSE,lain-lain,Dompet Tunai
2025-11-24,Biaya Admin,1219862,EXPENSE,lain-lain,Gopay
2025-11-25,Cemilan,959867,EXPENSE,makan & minum,BCA
2025-11-25,Makan Siang,708086,EXPENSE,makan & minum,BCA
2025-11-25,Lain-lain,77494,EXPENSE,lain-lain,Gopay
2025-11-25,Belanja Mingguan,540312,EXPENSE,belanja,Dompet Tunai
2025-11-25,Streaming,70639,EXPENSE,hiburan,BCA
2025-11-25,Lain-lain,897881,EXPENSE,lain-lain,Gopay
2025-11-26,Bunga Bank,23460357,INCOME,goals,Dompet Tunai
2025-11-26,Lain-lain,251492,EXPENSE,lain-lain,Gopay
2025-11-26,Lain-lain,695791,EXPENSE,lain-lain,BCA
2025-11-26,Main Ke Mall,894719,EXPENSE,hiburan,Gopay
2025-11-26,Cemilan,831133,EXPENSE,makan & minum,Gopay
2025-11-26,Warung Nasi,548642,EXPENSE,makan & minum,Gopay
2025-11-26,Internet,1111598,EXPENSE,tagihan,Gopay
2025-11-27,Gaji Bulanan,25232823,INCOME,gaji,BCA
2025-11-27,Makan Siang,93193,EXPENSE,makan & minum,Dompet Tunai
2025-11-27,Bioskop,1080772,EXPENSE,hiburan,Dompet Tunai
2025-11-27,Main Ke Mall,224335,EXPENSE,hiburan,BCA
2025-11-27,Tissue,934896,EXPENSE,belanja,BCA
2025-11-27,Bioskop,1080514,EXPENSE,hiburan,BCA
2025-11-27,Alfamart,66341,EXPENSE,belanja,BCA
2025-11-28,Indomaret,594716,EXPENSE,belanja,Dompet Tunai
2025-11-28,Cashback,4121325,INCOME,goals,BCA
2025-11-28,Lain-lain,862177,EXPENSE,lain-lain,Gopay
2025-11-28,Iuran Bulanan,303703,EXPENSE,tagihan,BCA
2025-11-28,Streaming,71184,EXPENSE,hiburan,Gopay
2025-11-29,Biaya Admin,490411,EXPENSE,lain-lain,BCA
2025-11-29,Parkir,416862,EXPENSE,tagihan,Gopay
2025-11-29,BPJS,816082,EXPENSE,tagihan,BCA
2025-11-29,Listrik,99880,EXPENSE,tagihan,Gopay
2025-11-29,Biaya Admin,494653,EXPENSE,lain-lain,BCA
2025-11-29,Kebutuhan Pokok,103493,EXPENSE,belanja,BCA
2025-11-29,Jajan Sore,90262,EXPENSE,makan & minum,BCA
2025-11-30,Cashback,1576368,INCOME,goals,BCA
2025-11-30,Listrik,90329,EXPENSE,tagihan,Gopay
2025-11-30,Warung Nasi,182359,EXPENSE,makan & minum,Gopay
2025-11-30,Bunga Bank,15190463,INCOME,goals,Dompet Tunai
2025-11-30,Kebutuhan Pokok,100974,EXPENSE,belanja,Dompet Tunai
2025-11-30,Biaya Admin,506194,EXPENSE,lain-lain,Dompet Tunai
2025-11-30,Lain-lain,148021,EXPENSE,lain-lain,Gopay
2025-11-30,Tissue,194869,EXPENSE,belanja,BCA
2025-11-30,Makan Malam,1096602,EXPENSE,makan & minum,Gopay
2025-12-01,Biaya Admin,239981,EXPENSE,lain-lain,BCA
2025-12-01,Pulsa,712378,EXPENSE,tagihan,Dompet Tunai
2025-12-01,Makan Siang,501448,EXPENSE,makan & minum,BCA
2025-12-01,Main Ke Mall,1447385,EXPENSE,hiburan,Gopay
2025-12-01,Cashback,18741016,INCOME,goals,Dompet Tunai
2025-12-01,Parkir,1500058,EXPENSE,tagihan,Dompet Tunai
2025-12-02,Main Ke Mall,480783,EXPENSE,hiburan,Gopay
2025-12-02,Belanja Mingguan,59807,EXPENSE,belanja,BCA
2025-12-02,Belanja Mingguan,763907,EXPENSE,belanja,BCA
2025-12-02,Indomaret,76319,EXPENSE,belanja,Dompet Tunai
2025-12-02,Lain-lain,790069,EXPENSE,lain-lain,Dompet Tunai
2025-12-02,Gofood,492297,EXPENSE,makan & minum,BCA
2025-12-02,Streaming,1486143,EXPENSE,hiburan,Gopay
2025-12-03,Lain-lain,1654468,EXPENSE,lain-lain,BCA
2025-12-03,Sabun,922613,EXPENSE,belanja,Gopay
2025-12-03,Biaya Admin,1281374,EXPENSE,lain-lain,BCA
2025-12-03,Bioskop,274783,EXPENSE,hiburan,Gopay
2025-12-03,Air,811155,EXPENSE,tagihan,Gopay
2025-12-03,Kebutuhan Pokok,1325228,EXPENSE,belanja,BCA
2025-12-03,Gofood,99502,EXPENSE,makan & minum,Dompet Tunai
2025-12-03,Pulsa,1338461,EXPENSE,tagihan,Gopay
2025-12-03,BPJS,747631,EXPENSE,tagihan,Dompet Tunai
2025-12-03,Biaya Admin,92423,EXPENSE,lain-lain,Dompet Tunai
2025-12-04,Biaya Admin,23224,EXPENSE,lain-lain,Gopay
2025-12-04,Kopi Pagi,636044,EXPENSE,makan & minum,Gopay
2025-12-04,Jajan Sore,560051,EXPENSE,makan & minum,Gopay
2025-12-05,Lain-lain,1331146,EXPENSE,lain-lain,Dompet Tunai
2025-12-05,Kebutuhan Pokok,63650,EXPENSE,belanja,Dompet Tunai
2025-12-05,Bioskop,1548887,EXPENSE,hiburan,Dompet Tunai
2025-12-05,Iuran Bulanan,448553,EXPENSE,tagihan,BCA
2025-12-05,Kebutuhan Pokok,221811,EXPENSE,belanja,BCA
2025-12-06,Pulsa,312689,EXPENSE,tagihan,BCA
2025-12-06,Biaya Admin,553257,EXPENSE,lain-lain,BCA
2025-12-06,Lain-lain,868117,EXPENSE,lain-lain,Dompet Tunai
2025-12-06,Makan Malam,987122,EXPENSE,makan & minum,Dompet Tunai
2025-12-06,Pulsa,248079,EXPENSE,tagihan,Gopay
2025-12-06,Biaya Admin,85426,EXPENSE,lain-lain,BCA
2025-12-06,Main Ke Mall,870032,EXPENSE,hiburan,Dompet Tunai
2025-12-07,Iuran Bulanan,397089,EXPENSE,tagihan,Dompet Tunai
2025-12-07,Air,1163075,EXPENSE,tagihan,Gopay
2025-12-07,Insentif,4658148,INCOME,gaji,Gopay
2025-12-08,Tabungan,23650277,INCOME,goals,Dompet Tunai
2025-12-08,Lain-lain,147419,EXPENSE,lain-lain,BCA
2025-12-08,Air,442626,EXPENSE,tagihan,BCA
2025-12-09,Biaya Admin,786241,EXPENSE,lain-lain,BCA
2025-12-09,Investasi,732980,INCOME,goals,Gopay
2025-12-09,Listrik,909204,EXPENSE,tagihan,BCA
2025-12-09,Tissue,913389,EXPENSE,belanja,BCA
2025-12-10,BPJS,522426,EXPENSE,tagihan,Dompet Tunai
2025-12-11,Streaming,1409973,EXPENSE,hiburan,Dompet Tunai
2025-12-11,Cemilan,388391,EXPENSE,makan & minum,BCA
2025-12-11,Gofood,917671,EXPENSE,makan & minum,Gopay
2025-12-11,Makan Malam,97396,EXPENSE,makan & minum,Gopay
2025-12-11,Kebutuhan Pokok,757319,EXPENSE,belanja,Gopay
2025-12-11,Internet,1262239,EXPENSE,tagihan,BCA
2025-12-11,Cemilan,9389,EXPENSE,makan & minum,Gopay
2025-12-11,Biaya Admin,1165933,EXPENSE,lain-lain,Gopay
2025-12-11,Gofood,148826,EXPENSE,makan & minum,Dompet Tunai
2025-12-11,Bioskop,1030972,EXPENSE,hiburan,Dompet Tunai
2025-12-12,Top up Game,1545158,EXPENSE,hiburan,Dompet Tunai
2025-12-12,Listrik,1426045,EXPENSE,tagihan,Gopay
2025-12-12,Kopi Pagi,1236236,EXPENSE,makan & minum,Gopay
2025-12-12,Listrik,1082654,EXPENSE,tagihan,Dompet Tunai
2025-12-12,Tabungan,5217427,INCOME,goals,Dompet Tunai
2025-12-12,Cemilan,574318,EXPENSE,makan & minum,Dompet Tunai
2025-12-12,Warung Nasi,1008684,EXPENSE,makan & minum,Gopay
2025-12-13,Alfamart,1093585,EXPENSE,belanja,Dompet Tunai
2025-12-13,Biaya Admin,202081,EXPENSE,lain-lain,Dompet Tunai
2025-12-13,Cashback,16115804,INCOME,goals,Dompet Tunai
2025-12-13,Biaya Admin,207131,EXPENSE,lain-lain,Gopay
2025-12-14,Lain-lain,36911,EXPENSE,lain-lain,Gopay
2025-12-14,Lain-lain,1326595,EXPENSE,lain-lain,Dompet Tunai
2025-12-14,Cemilan,1366324,EXPENSE,makan & minum,BCA
2025-12-14,Streaming,350642,EXPENSE,hiburan,BCA
2025-12-14,Kebutuhan Pokok,1305919,EXPENSE,belanja,Gopay
2025-12-14,Freelance Project,755321,INCOME,gaji,BCA
2025-12-14,Insentif,3157188,INCOME,gaji,Dompet Tunai
2025-12-15,Freelance Project,12056994,INCOME,gaji,Dompet Tunai
2025-12-15,Main Ke Mall,700334,EXPENSE,hiburan,BCA
2025-12-15,Makan Malam,83122,EXPENSE,makan & minum,Dompet Tunai
2025-12-15,Biaya Admin,943067,EXPENSE,lain-lain,BCA
2025-12-15,Lain-lain,1160163,EXPENSE,lain-lain,BCA
2025-12-15,BPJS,1229058,EXPENSE,tagihan,BCA
2025-12-15,Gaji Bulanan,14072793,INCOME,gaji,Gopay
2025-12-15,BPJS,1196498,EXPENSE,tagihan,BCA
2025-12-16,Top up Game,142297,EXPENSE,hiburan,Gopay
2025-12-16,Biaya Admin,409011,EXPENSE,lain-lain,BCA
2025-12-16,Biaya Admin,1278435,EXPENSE,lain-lain,Dompet Tunai
2025-12-16,Jajan Sore,1236856,EXPENSE,makan & minum,Gopay
2025-12-16,Warung Nasi,600765,EXPENSE,makan & minum,BCA
2025-12-16,Gofood,349323,EXPENSE,makan & minum,BCA
2025-12-16,Iuran Bulanan,65886,EXPENSE,tagihan,BCA
2025-12-16,Biaya Admin,96377,EXPENSE,lain-lain,Gopay
2025-12-16,Streaming,1255971,EXPENSE,hiburan,Dompet Tunai
2025-12-16,Cemilan,1565429,EXPENSE,makan & minum,Dompet Tunai
2025-12-17,Lain-lain,479363,EXPENSE,lain-lain,BCA
2025-12-17,Freelance Project,101428,INCOME,gaji,Dompet Tunai
2025-12-17,Streaming,254801,EXPENSE,hiburan,Dompet Tunai
2025-12-17,Streaming,1471823,EXPENSE,hiburan,Gopay
2025-12-17,Lain-lain,1254602,EXPENSE,lain-lain,BCA
2025-12-17,Pulsa,758668,EXPENSE,tagihan,Gopay
2025-12-17,Bioskop,809136,EXPENSE,hiburan,Gopay
2025-12-17,Biaya Admin,1380446,EXPENSE,lain-lain,Dompet Tunai
2025-12-18,Top up Game,1243526,EXPENSE,hiburan,Dompet Tunai
2025-12-18,Air,384921,EXPENSE,tagihan,Gopay
2025-12-18,Belanja Mingguan,737669,EXPENSE,belanja,Gopay
2025-12-18,Gofood,945005,EXPENSE,makan & minum,Gopay
2025-12-18,Lain-lain,977159,EXPENSE,lain-lain,Gopay
2025-12-18,Streaming,418199,EXPENSE,hiburan,Dompet Tunai
2025-12-18,Lain-lain,1184613,EXPENSE,lain-lain,Gopay
2025-12-19,Makan Malam,1554032,EXPENSE,makan & minum,Gopay
2025-12-19,Makan Malam,1192168,EXPENSE,makan & minum,BCA
2025-12-19,Kopi Pagi,137915,EXPENSE,makan & minum,Dompet Tunai
2025-12-19,Internet,566908,EXPENSE,tagihan,Gopay
2025-12-19,BPJS,204514,EXPENSE,tagihan,BCA
2025-12-20,Kebutuhan Pokok,123328,EXPENSE,belanja,Dompet Tunai
2025-12-20,Main Ke Mall,845576,EXPENSE,hiburan,BCA
2025-12-20,Freelance Project,933481,INCOME,gaji,BCA
2025-12-20,Freelance Project,22345092,INCOME,gaji,Dompet Tunai
2025-12-20,Lain-lain,928022,EXPENSE,lain-lain,BCA
2025-12-20,Main Ke Mall,1305493,EXPENSE,hiburan,Dompet Tunai
2025-12-20,Streaming,1541032,EXPENSE,hiburan,BCA
2025-12-21,Sabun,988723,EXPENSE,belanja,Dompet Tunai
2025-12-21,Biaya Admin,1197625,EXPENSE,lain-lain,Gopay
2025-12-21,Top up Game,126162,EXPENSE,hiburan,Gopay
2025-12-21,Iuran Bulanan,469823,EXPENSE,tagihan,BCA
2025-12-21,Kopi Pagi,1378492,EXPENSE,makan & minum,Gopay
2025-12-21,Belanja Mingguan,1161719,EXPENSE,belanja,BCA
2025-12-22,Cemilan,1421769,EXPENSE,makan & minum,Gopay
2025-12-22,Biaya Admin,1642697,EXPENSE,lain-lain,BCA
2025-12-22,Parkir,682431,EXPENSE,tagihan,Gopay
2025-12-22,Parkir,1436268,EXPENSE,tagihan,Dompet Tunai
2025-12-22,Indomaret,1095746,EXPENSE,belanja,BCA
2025-12-22,Lain-lain,520603,EXPENSE,lain-lain,Gopay
2025-12-22,Kebutuhan Pokok,676571,EXPENSE,belanja,Dompet Tunai
2025-12-22,Top up Game,747401,EXPENSE,hiburan,Gopay
2025-12-22,Investasi,4386124,INCOME,goals,BCA
2025-12-22,Bioskop,1522227,EXPENSE,hiburan,BCA
2025-12-22,Biaya Admin,1449949,EXPENSE,lain-lain,Gopay
2025-12-22,Top up Game,138579,EXPENSE,hiburan,Gopay
2025-12-23,Streaming,1508269,EXPENSE,hiburan,Dompet Tunai
2025-12-23,Gofood,835244,EXPENSE,makan & minum,Dompet Tunai
2025-12-23,Indomaret,67086,EXPENSE,belanja,Dompet Tunai
2025-12-23,Main Ke Mall,923361,EXPENSE,hiburan,Dompet Tunai
2025-12-23,Main Ke Mall,459959,EXPENSE,hiburan,Gopay
2025-12-23,Warung Nasi,1615166,EXPENSE,makan & minum,Gopay
2025-12-23,Alfamart,1376571,EXPENSE,belanja,Dompet Tunai
2025-12-23,Biaya Admin,655246,EXPENSE,lain-lain,Dompet Tunai
2025-12-23,Gaji Bulanan,10417932,INCOME,gaji,Dompet Tunai
2025-12-23,Pulsa,1454605,EXPENSE,tagihan,BCA
2025-12-23,Main Ke Mall,1142832,EXPENSE,hiburan,Dompet Tunai
2025-12-24,Gofood,1311785,EXPENSE,makan & minum,BCA
2025-12-24,Lain-lain,1303655,EXPENSE,lain-lain,Dompet Tunai
2025-12-24,Top up Game,907831,EXPENSE,hiburan,BCA
2025-12-24,Biaya Admin,134522,EXPENSE,lain-lain,Dompet Tunai
2025-12-24,Bunga Bank,23539214,INCOME,goals,Dompet Tunai
2025-12-24,Kopi Pagi,875354,EXPENSE,makan & minum,BCA
2025-12-25,Parkir,1408508,EXPENSE,tagihan,Dompet Tunai
2025-12-25,Indomaret,294417,EXPENSE,belanja,Dompet Tunai
2025-12-25,Biaya Admin,804648,EXPENSE,lain-lain,Gopay
2025-12-25,Lain-lain,706084,EXPENSE,lain-lain,BCA
2025-12-25,Investasi,2274481,INCOME,goals,BCA
2025-12-25,Listrik,74893,EXPENSE,tagihan,BCA
2025-12-25,Listrik,919307,EXPENSE,tagihan,BCA
2025-12-25,Belanja Mingguan,559177,EXPENSE,belanja,Gopay
2025-12-25,Sabun,108685,EXPENSE,belanja,Dompet Tunai
2025-12-25,Internet,28441,EXPENSE,tagihan,Dompet Tunai
2025-12-25,Sabun,641492,EXPENSE,belanja,BCA
2025-12-26,Makan Siang,1128247,EXPENSE,makan & minum,Dompet Tunai
2025-12-26,Internet,1174647,EXPENSE,tagihan,Gopay
2025-12-26,Makan Malam,519468,EXPENSE,makan & minum,BCA
2025-12-26,Tissue,61565,EXPENSE,belanja,Gopay
2025-12-26,Indomaret,104881,EXPENSE,belanja,BCA
2025-12-26,Biaya Admin,165802,EXPENSE,lain-lain,Dompet Tunai
2025-12-27,Parkir,34406,EXPENSE,tagihan,Dompet Tunai
2025-12-27,Bonus,1066967,INCOME,gaji,BCA
2025-12-27,Bonus,218311,INCOME,gaji,Gopay
2025-12-27,Pulsa,55899,EXPENSE,tagihan,Gopay
2025-12-27,Biaya Admin,908622,EXPENSE,lain-lain,Gopay
2025-12-27,Pulsa,1375389,EXPENSE,tagihan,Dompet Tunai
2025-12-28,Biaya Admin,265412,EXPENSE,lain-lain,BCA
2025-12-28,Biaya Admin,1490908,EXPENSE,lain-lain,Dompet Tunai
2025-12-28,Streaming,1490362,EXPENSE,hiburan,Gopay
2025-12-28,Streaming,862835,EXPENSE,hiburan,Gopay
2025-12-29,Cemilan,854434,EXPENSE,makan & minum,BCA
2025-12-29,Bioskop,106900,EXPENSE,hiburan,Dompet Tunai
2025-12-29,Warung Nasi,912035,EXPENSE,makan & minum,Dompet Tunai
2025-12-29,Investasi,13204045,INCOME,goals,Dompet Tunai
2025-12-29,Lain-lain,177431,EXPENSE,lain-lain,BCA
2025-12-29,Gofood,165102,EXPENSE,makan & minum,Dompet Tunai
2025-12-29,Biaya Admin,85989,EXPENSE,lain-lain,Gopay
2025-12-29,Belanja Mingguan,53685,EXPENSE,belanja,Dompet Tunai
2025-12-30,Makan Malam,736567,EXPENSE,makan & minum,BCA
2025-12-30,Internet,982623,EXPENSE,tagihan,BCA
2025-12-30,Biaya Admin,1205222,EXPENSE,lain-lain,Gopay
